Age,Income,City,Vehicle_Budget,Driving_Habits,Environmental_Concern,Will_Buy_EV
38.0,1644629.0,Pune,1939315,Medium,3,0
55.0,587405.0,Delhi,848136,High,4,1
31.0,713904.0,Mumbai,1333809,Medium,3,0
60.0,1232120.0,Pune,706885,Medium,1,0
38.0,567482.0,Bangalore,1620595,Medium,4,0
31.0,764365.0,Bangalore,642533,Low,1,0
28.0,542059.0,Pune,1154393,High,5,0
26.0,1908175.0,Delhi,922264,High,5,0
47.0,1490080.0,Mumbai,400091,High,2,0
33.0,1203852.0,Bangalore,1318392,Medium,2,0
50.0,1540389.0,Pune,1365128,High,2,1
38.0,1035056.0,Pune,1512930,Low,5,0
35.0,1908086.0,Hyderabad,1515851,Medium,1,1
24.0,1915045.0,Pune,1739402,Low,4,0
54.0,,Delhi,1582477,Medium,2,0
31.0,1915872.0,Bangalore,1039896,Low,5,0
44.0,342108.0,Hyderabad,1969202,Medium,2,0
40.0,1156740.0,Bangalore,376105,Low,3,1
55.0,1393669.0,Bangalore,1177234,High,4,0
42.0,1762270.0,Delhi,373301,Medium,1,0
35.0,1023375.0,Pune,718144,Medium,2,0
58.0,313694.0,Delhi,742126,Low,3,0
64.0,434456.0,Pune,1363255,Low,3,1
61.0,412079.0,Hyderabad,1447997,Low,4,0
58.0,1492845.0,Delhi,1382749,Medium,5,1
33.0,643232.0,Delhi,1658585,Low,5,0
50.0,616460.0,Mumbai,338182,High,2,1
24.0,1704819.0,Delhi,863397,Low,2,0
54.0,323351.0,Mumbai,710277,Low,5,0
42.0,501129.0,Pune,931334,Low,1,1
48.0,1221480.0,Pune,1807541,High,1,0
62.0,1040268.0,Pune,1579618,Low,3,1
,1776634.0,Mumbai,889812,Low,4,1
,1029297.0,Pune,493180,Medium,1,1
31.0,253811.0,Bangalore,1165244,Medium,2,1
28.0,466145.0,Delhi,1729662,Low,1,0
29.0,1833712.0,Mumbai,1197004,Medium,4,1
,252635.0,Pune,1924802,Low,2,0
36.0,,Bangalore,986636,Low,4,1
57.0,1183638.0,Delhi,818344,High,5,1
26.0,820140.0,Delhi,1831925,Low,4,0
32.0,1601823.0,Pune,626994,Medium,4,0
59.0,685260.0,Bangalore,1736913,Medium,4,0
61.0,1366305.0,Mumbai,1305284,Medium,2,1
28.0,894519.0,Pune,723817,Medium,4,0
46.0,1534391.0,Delhi,1317069,Low,4,0
21.0,,Delhi,350324,High,3,0
24.0,1699067.0,Delhi,1165858,High,2,0
48.0,1161862.0,Pune,809958,Low,4,0
56.0,1677310.0,Hyderabad,1788104,Medium,1,1
57.0,1568533.0,Hyderabad,867140,High,4,0
38.0,296748.0,Hyderabad,1265411,High,1,0
27.0,1648598.0,Bangalore,1990367,Low,5,0
64.0,829021.0,Pune,452130,Medium,5,0
20.0,1158395.0,Delhi,1189932,High,2,1
41.0,1375441.0,Bangalore,1648072,Low,2,0
36.0,1594271.0,Hyderabad,1615741,High,5,0
26.0,4463068.0,Mumbai,1109046,High,2,1
44.0,501364.0,Bangalore,1669851,Medium,1,0
64.0,1527878.0,Bangalore,474022,Medium,1,0
23.0,1067424.0,Pune,1983677,High,3,0
55.0,1145092.0,Bangalore,474492,Medium,2,0
25.0,,Pune,826919,High,2,1
50.0,355260.0,Mumbai,668544,High,3,1
38.0,1472263.0,Delhi,347674,High,4,1
63.0,520974.0,Delhi,1741043,Low,1,1
58.0,1907955.0,Hyderabad,1375420,Medium,4,1
46.0,212419.0,Hyderabad,1420412,Medium,3,1
,1806561.0,Mumbai,1339540,High,2,0
45.0,1595652.0,Delhi,1825888,Medium,4,0
38.0,2327424.0,Hyderabad,1091794,High,2,0
58.0,1746360.0,Bangalore,1618817,Medium,3,0
22.0,1868292.0,Pune,1869963,Medium,5,0
64.0,1911909.0,Hyderabad,1870294,High,2,1
32.0,963361.0,Mumbai,960959,Medium,4,0
47.0,810937.0,Delhi,1046348,High,4,1
39.0,584793.0,Mumbai,1002733,Low,3,0
47.0,1521856.0,Pune,1343876,High,4,0
27.0,1048934.0,Pune,304258,Medium,1,0
60.0,1410933.0,Mumbai,1963930,Low,2,0
58.0,1248025.0,Hyderabad,484343,Low,1,1
20.0,1371744.0,Hyderabad,1682896,High,3,1
22.0,1861127.0,Delhi,1909920,Low,1,0
32.0,259155.0,Delhi,579405,High,1,1
47.0,1265487.0,Bangalore,681317,Medium,2,1
44.0,1773780.0,Bangalore,875984,High,2,0
52.0,1045484.0,Delhi,1517475,Low,5,0
57.0,662326.0,Bangalore,1101573,High,1,0
25.0,956983.0,Mumbai,1244256,High,2,0
63.0,479934.0,Hyderabad,1437660,Medium,1,1
64.0,676377.0,Bangalore,1973768,High,1,0
51.0,598422.0,Bangalore,393219,Medium,3,0
64.0,321937.0,Mumbai,876968,Low,3,0
40.0,1333629.0,Pune,843080,Low,1,1
35.0,1560670.0,Delhi,1719189,High,3,0
40.0,578355.0,Mumbai,615244,High,2,0
30.0,1548416.0,Pune,424118,Low,1,0
56.0,1723433.0,Mumbai,1547518,Low,3,1
55.0,1218696.0,Hyderabad,693983,Low,2,1
54.0,1185730.0,Mumbai,1314684,High,1,1
38.0,1875259.0,Mumbai,1113424,Low,1,0
39.0,1239474.0,Hyderabad,1739188,High,3,0
37.0,517545.0,Delhi,329570,Low,2,1
60.0,1445874.0,Pune,1544345,Low,1,1
33.0,749391.0,Bangalore,508345,High,1,0
34.0,627479.0,Delhi,1820700,Medium,5,0
50.0,1718413.0,Mumbai,1309925,High,1,0
20.0,1560764.0,Bangalore,943859,Medium,5,0
22.0,1830594.0,Hyderabad,386126,High,5,1
35.0,1274401.0,Delhi,813852,Medium,2,0
42.0,1980192.0,Pune,667533,Medium,4,1
30.0,697393.0,Delhi,1087176,Medium,5,0
31.0,1285847.0,Delhi,523766,High,2,0
29.0,1325832.0,Bangalore,975918,High,3,0
51.0,1688524.0,Hyderabad,489933,High,5,0
35.0,1315009.0,Hyderabad,1863678,Medium,4,1
27.0,937990.0,Delhi,1642979,Medium,3,1
,1350575.0,Hyderabad,1072604,High,5,1
31.0,956350.0,Bangalore,714666,High,5,0
43.0,1796436.0,Bangalore,992289,Low,4,0
47.0,762834.0,Pune,1919453,Low,1,0
27.0,1040597.0,Hyderabad,1082223,Low,4,0
47.0,1050122.0,Pune,1685842,Low,2,0
55.0,646880.0,Mumbai,1217790,Low,2,0
45.0,675551.0,Bangalore,790726,High,4,0
27.0,930559.0,Delhi,998922,Medium,4,0
47.0,,Bangalore,1550283,Medium,4,0
47.0,236948.0,Mumbai,578531,High,4,1
56.0,1873683.0,Delhi,1200797,High,4,0
60.0,553351.0,Hyderabad,322319,High,5,0
55.0,1732713.0,Hyderabad,955771,Low,3,1
46.0,1063204.0,Bangalore,1958511,Low,2,0
36.0,746312.0,Delhi,1198534,Low,2,1
28.0,1855776.0,Delhi,1102136,High,3,1
52.0,979521.0,Pune,1227613,High,4,0
39.0,1482322.0,Mumbai,760108,Medium,3,0
32.0,611373.0,Hyderabad,1772964,High,4,0
47.0,1743912.0,Bangalore,1553533,Low,2,1
48.0,1599273.0,Delhi,711200,Medium,1,1
32.0,1905692.0,Hyderabad,1507108,High,2,0
54.0,1480325.0,Bangalore,946133,Medium,2,0
25.0,1208507.0,Hyderabad,954605,Medium,1,1
37.0,826776.0,Bangalore,1780266,High,3,1
24.0,821029.0,Hyderabad,1917313,Low,5,1
44.0,1961987.0,Pune,1468823,Low,4,1
21.0,431773.0,Mumbai,962556,Medium,4,0
29.0,1182099.0,Hyderabad,1828785,High,2,1
49.0,1588930.0,Mumbai,1137966,High,1,0
64.0,,Hyderabad,1362125,Low,2,0
24.0,1750642.0,Delhi,1332344,High,2,0
52.0,1991825.0,Pune,309821,High,3,1
20.0,1212889.0,Pune,1384140,Medium,4,0
37.0,597751.0,Mumbai,1355858,High,5,1
51.0,1697827.0,Delhi,1016506,High,1,0
30.0,716031.0,Bangalore,1760981,High,5,1
40.0,247367.0,Pune,1720686,Low,1,0
45.0,1134622.0,Delhi,505855,Low,4,1
44.0,1701604.0,Delhi,310771,Medium,3,1
41.0,1832748.0,Mumbai,623636,Low,5,0
46.0,1707960.0,Delhi,1261229,Low,1,0
32.0,868640.0,Delhi,520354,Low,2,1
52.0,2431848.0,Bangalore,1906960,Low,4,0
53.0,564716.0,Mumbai,312236,Medium,3,0
60.0,777539.0,Mumbai,1924408,High,2,1
54.0,1333397.0,Delhi,598065,High,3,1
20.0,1856447.0,Bangalore,586720,High,1,0
40.0,444697.0,Hyderabad,431238,Medium,2,0
25.0,1258783.0,Pune,445724,Low,3,1
47.0,926487.0,Mumbai,1761430,Medium,4,1
,1276333.0,Bangalore,1304484,Medium,5,1
24.0,1133730.0,Bangalore,839521,Medium,5,0
50.0,654623.0,Delhi,564029,High,2,1
24.0,1924192.0,Pune,1926384,Low,4,0
57.0,1020254.0,Mumbai,526972,High,4,0
22.0,1510646.0,Hyderabad,511316,Medium,3,0
42.0,241340.0,Delhi,1447779,Medium,2,1
56.0,442955.0,Mumbai,934047,High,4,1
56.0,1169738.0,Mumbai,1548596,High,3,1
29.0,1092743.0,Bangalore,1806602,High,4,1
29.0,1848184.0,Pune,442841,Low,2,0
38.0,1613285.0,Hyderabad,1823275,High,4,0
36.0,1243131.0,Pune,736363,Low,4,0
40.0,628373.0,Bangalore,1783971,Low,4,0
33.0,1530657.0,Hyderabad,930747,High,5,1
28.0,1164211.0,Hyderabad,570280,Medium,1,0
20.0,1521939.0,Delhi,1158418,Medium,2,1
64.0,1257975.0,Hyderabad,1129431,Low,5,0
32.0,851021.0,Mumbai,389567,Low,1,1
23.0,954208.0,Pune,754497,Low,4,0
20.0,1145161.0,Pune,1753138,Medium,4,0
59.0,1006479.0,Delhi,1159035,Low,5,0
51.0,431615.0,Hyderabad,1773277,Low,3,0
53.0,809981.0,Bangalore,1030585,Medium,2,0
47.0,3300876.0,Mumbai,1192503,High,1,0
50.0,1189658.0,Delhi,324272,Medium,4,0
27.0,1948827.0,Hyderabad,696979,High,2,0
58.0,337852.0,Bangalore,1931951,High,4,1
45.0,,Hyderabad,1847024,Low,4,1
53.0,797839.0,Delhi,1141280,Low,4,0
22.0,530810.0,Bangalore,1378651,High,2,1
31.0,1997555.0,Bangalore,1440661,Low,5,1
20.0,1854880.0,Bangalore,984208,High,2,1
63.0,1885999.0,Bangalore,682314,Low,2,0
24.0,253010.0,Hyderabad,527349,Medium,3,0
49.0,1480660.0,Bangalore,1367844,High,3,1
49.0,1811029.0,Hyderabad,688031,High,5,0
36.0,1522248.0,Bangalore,1687043,Low,3,0
42.0,1107272.0,Bangalore,941273,Medium,5,0
34.0,380680.0,Delhi,472692,Low,4,0
56.0,599130.0,Hyderabad,1838999,Medium,4,1
40.0,1810000.0,Hyderabad,901160,Low,2,1
33.0,1596728.0,Pune,1296527,High,4,0
21.0,736364.0,Delhi,1868893,Medium,3,0
30.0,1928719.0,Hyderabad,1650859,Medium,1,0
58.0,1103057.0,Delhi,1794929,Low,2,0
57.0,1950652.0,Delhi,596181,Medium,5,0
53.0,1823162.0,Delhi,378434,Low,4,1
57.0,269835.0,Mumbai,1497326,Medium,2,0
53.0,722757.0,Hyderabad,1333201,Low,2,0
37.0,,Delhi,1260555,Low,2,0
49.0,863478.0,Mumbai,1366717,Low,4,0
34.0,1502970.0,Mumbai,1817484,High,5,0
46.0,519055.0,Bangalore,1754627,Medium,2,0
53.0,1190993.0,Bangalore,1882247,High,2,0
57.0,303088.0,Hyderabad,404882,High,2,1
52.0,1788049.0,Bangalore,1504212,High,4,0
43.0,1159296.0,Hyderabad,1780276,High,3,0
34.0,1823477.0,Mumbai,1400132,Medium,5,1
49.0,1413575.0,Mumbai,778698,Medium,2,1
61.0,462530.0,Hyderabad,1245784,High,2,0
36.0,1733945.0,Bangalore,998142,Medium,2,0
24.0,1714520.0,Bangalore,1792215,Medium,4,1
48.0,1540740.0,Hyderabad,1505943,Low,3,1
23.0,1815542.0,Pune,1144028,Medium,2,0
29.0,417767.0,Bangalore,398236,High,2,0
36.0,1309970.0,Delhi,1199856,Medium,4,0
29.0,1972881.0,Bangalore,532144,High,5,0
36.0,1888241.0,Pune,1708865,Medium,5,1
39.0,846004.0,Mumbai,545117,High,3,0
43.0,,Mumbai,1686007,Medium,5,0
24.0,,Mumbai,750169,Medium,2,0
53.0,1828782.0,Bangalore,767680,Medium,4,0
25.0,1733073.0,Mumbai,613224,High,2,0
21.0,1491132.0,Pune,1020290,Low,2,0
32.0,1626360.0,Pune,665861,High,3,1
62.0,1933391.0,Bangalore,1240716,Medium,5,1
62.0,,Delhi,1678446,High,5,0
30.0,1418383.0,Bangalore,1021898,Medium,5,0
42.0,294702.0,Mumbai,867170,Medium,2,0
35.0,305509.0,Bangalore,323038,Low,4,1
50.0,555752.0,Pune,1108883,Medium,4,1
30.0,1362886.0,Bangalore,1403928,Medium,2,0
35.0,1032234.0,Bangalore,1893385,Medium,1,0
,1971956.0,Delhi,1675028,Low,2,1
23.0,758910.0,Pune,1270358,High,5,0
59.0,309935.0,Hyderabad,420631,Low,2,1
23.0,460440.0,Hyderabad,1156395,High,1,1
44.0,1366495.0,Pune,1999271,Medium,2,1
22.0,1120101.0,Hyderabad,1223060,High,5,0
,1158101.0,Mumbai,1717556,High,3,0
22.0,896314.0,Hyderabad,1629492,High,4,0
46.0,269519.0,Mumbai,459135,High,1,1
48.0,911475.0,Pune,846997,Medium,3,0
51.0,1746780.0,Hyderabad,1530500,Low,4,0
38.0,1160655.0,Hyderabad,1298359,High,3,0
40.0,1505163.0,Mumbai,1087665,Medium,2,0
24.0,1396688.0,Mumbai,1637866,Medium,2,1
37.0,244772.0,Bangalore,429205,Medium,4,1
47.0,322431.0,Delhi,1662170,Medium,4,1
61.0,1082522.0,Hyderabad,474830,High,2,1
41.0,394904.0,Delhi,642469,Low,2,0
40.0,358988.0,Delhi,499538,Medium,4,1
25.0,1031303.0,Hyderabad,1819440,Low,4,0
20.0,714743.0,Mumbai,574518,Low,4,0
24.0,,Bangalore,350985,Low,5,0
60.0,306242.0,Pune,1956923,Medium,5,1
31.0,4116616.0,Hyderabad,1635503,Medium,2,0
45.0,714080.0,Hyderabad,1757355,Medium,5,1
53.0,1277624.0,Pune,1653913,Low,1,1
33.0,1858069.0,Delhi,561204,Medium,2,0
45.0,1127281.0,Bangalore,1620762,Medium,1,0
64.0,1565431.0,Delhi,359031,Low,3,1
46.0,367403.0,Pune,1391739,Medium,1,0
28.0,456392.0,Pune,1174788,High,3,1
45.0,220968.0,Bangalore,658932,High,1,0
41.0,1695761.0,Pune,1219712,High,3,1
49.0,1482993.0,Pune,1585505,High,3,1
62.0,1784156.0,Bangalore,1362372,Low,2,0
36.0,3904920.0,Hyderabad,915250,Medium,4,0
45.0,1158298.0,Delhi,818299,High,4,0
55.0,1590179.0,Hyderabad,715886,High,2,0
20.0,1036624.0,Hyderabad,586464,Medium,3,1
27.0,1857057.0,Delhi,1630794,Low,4,0
54.0,793453.0,Hyderabad,852219,High,4,1
34.0,1054082.0,Bangalore,581137,Medium,1,1
41.0,1741773.0,Delhi,355330,Medium,5,1
33.0,1874262.0,Mumbai,726207,High,2,0
45.0,946470.0,Hyderabad,1101435,High,5,0
47.0,353329.0,Pune,1002856,Medium,3,1
42.0,1349164.0,Delhi,1363319,Medium,1,1
33.0,1614076.0,Mumbai,1472867,High,4,0
43.0,3908440.0,Pune,1372876,High,1,0
21.0,1772762.0,Mumbai,410888,High,2,0
64.0,1995209.0,Hyderabad,1455394,High,3,1
,1562392.0,Pune,1561359,Low,1,1
33.0,1180812.0,Hyderabad,371509,Medium,1,0
26.0,932943.0,Pune,1358279,High,1,1
22.0,1761128.0,Delhi,1839641,Medium,4,0
,1532833.0,Bangalore,1563654,High,3,1
62.0,,Bangalore,1836504,Low,4,1
64.0,215588.0,Mumbai,1544662,Medium,1,1
37.0,917116.0,Pune,519888,Low,4,1
57.0,657301.0,Hyderabad,733647,Medium,4,0
54.0,966719.0,Delhi,356436,Low,2,1
34.0,445456.0,Delhi,583989,High,5,1
44.0,1965078.0,Delhi,906065,High,5,1
56.0,1312949.0,Bangalore,335055,Low,2,0
47.0,730992.0,Hyderabad,1750670,High,2,0
29.0,1288712.0,Delhi,1883073,Low,4,0
58.0,1840371.0,Delhi,358812,Low,4,0
36.0,247361.0,Mumbai,394035,Medium,3,0
58.0,1045279.0,Pune,1713859,Low,5,0
41.0,,Pune,554948,Medium,4,1
45.0,1629626.0,Pune,662982,Low,3,1
63.0,214677.0,Mumbai,1490652,Medium,5,0
44.0,1512588.0,Bangalore,1706843,Medium,3,0
36.0,1856455.0,Mumbai,1250894,High,3,1
32.0,1577984.0,Delhi,1901264,Medium,2,0
39.0,1846032.0,Hyderabad,378121,Medium,1,1
44.0,1915979.0,Delhi,1988627,Low,1,1
23.0,271939.0,Delhi,437948,Medium,1,0
29.0,1526452.0,Hyderabad,741320,High,3,1
22.0,611742.0,Pune,772351,Low,4,0
60.0,959848.0,Mumbai,1701495,Medium,1,0
64.0,1008826.0,Bangalore,1992789,Low,4,1
37.0,1609277.0,Delhi,1368954,Low,5,1
55.0,1383750.0,Delhi,850856,Low,1,1
41.0,695062.0,Bangalore,557447,Low,3,1
53.0,1792023.0,Mumbai,1041584,Low,2,1
27.0,322366.0,Delhi,1597534,Medium,3,1
59.0,396164.0,Bangalore,1960196,Low,4,1
63.0,992644.0,Delhi,407014,Low,5,1
38.0,1739152.0,Pune,1863869,High,3,0
61.0,1023837.0,Pune,1903660,High,2,1
60.0,592776.0,Delhi,1303857,Low,2,0
56.0,1587781.0,Delhi,1019710,Medium,5,0
25.0,556440.0,Pune,1403637,High,1,0
45.0,1041618.0,Delhi,899885,High,3,0
,1161743.0,Mumbai,848689,Low,3,0
64.0,1996929.0,Mumbai,1483458,Medium,2,0
25.0,1633865.0,Hyderabad,1709936,Medium,4,0
56.0,1755343.0,Mumbai,1353478,High,3,0
52.0,734820.0,Delhi,811092,High,2,0
41.0,410126.0,Delhi,1079555,High,4,1
40.0,1189516.0,Bangalore,1610142,High,1,1
25.0,1235340.0,Mumbai,1171580,High,1,0
25.0,1464927.0,Pune,1660443,Low,2,1
23.0,1577260.0,Pune,622743,Low,2,0
49.0,303021.0,Hyderabad,1555847,Low,1,0
30.0,989703.0,Bangalore,1624687,High,2,1
49.0,200209.0,Pune,1724032,Low,5,1
50.0,422071.0,Hyderabad,995896,High,3,1
43.0,1909475.0,Mumbai,960495,Medium,5,0
28.0,1232345.0,Bangalore,1673085,Medium,4,0
22.0,1006409.0,Bangalore,1952472,Low,2,0
50.0,1453790.0,Delhi,648097,Medium,2,0
59.0,1358496.0,Mumbai,678471,Medium,4,0
56.0,1638876.0,Bangalore,403146,Medium,3,0
55.0,561732.0,Hyderabad,1575186,Low,1,0
43.0,1579404.0,Pune,926619,Medium,5,0
50.0,1478720.0,Mumbai,855281,Low,3,0
25.0,1110294.0,Mumbai,496868,High,1,0
21.0,1516327.0,Bangalore,952526,High,1,0
39.0,416194.0,Bangalore,1161095,Low,2,1
47.0,556930.0,Bangalore,1071845,Low,4,1
30.0,588550.0,Hyderabad,1922347,Medium,2,0
23.0,383011.0,Delhi,1465323,High,4,0
34.0,873954.0,Bangalore,1840168,Medium,2,0
25.0,1700174.0,Delhi,1910743,High,5,0
49.0,207399.0,Delhi,1810249,Medium,2,0
57.0,1762818.0,Mumbai,1588597,Medium,5,0
21.0,1899676.0,Pune,1614608,High,3,0
34.0,1142621.0,Pune,1676433,Medium,3,0
30.0,1194648.0,Hyderabad,1618146,High,2,0
27.0,1544337.0,Hyderabad,1418607,Low,3,1
45.0,862858.0,Pune,529645,Medium,1,0
64.0,972592.0,Pune,1096479,High,5,1
63.0,1116283.0,Mumbai,1497687,High,4,1
24.0,573221.0,Mumbai,1016456,Medium,5,0
25.0,1234023.0,Pune,1252805,High,2,0
45.0,996060.0,Bangalore,1790499,Medium,3,0
23.0,593545.0,Bangalore,738330,Medium,3,0
38.0,500763.0,Mumbai,1867361,Low,1,0
39.0,1255608.0,Delhi,1107798,Low,3,0
52.0,1952030.0,Pune,713961,Low,2,0
39.0,1548754.0,Hyderabad,1260586,Medium,2,0
31.0,826946.0,Bangalore,486342,Medium,4,0
20.0,1107555.0,Delhi,966713,High,5,1
45.0,1764458.0,Bangalore,1111512,Low,5,1
33.0,1828128.0,Delhi,318788,Low,5,1
57.0,1866984.0,Pune,1252473,High,4,0
56.0,,Pune,1272675,Low,4,0
30.0,1777586.0,Pune,1147065,Low,4,0
55.0,479916.0,Mumbai,689605,Low,1,1
32.0,548249.0,Delhi,1644641,High,4,1
62.0,634895.0,Hyderabad,959521,Low,3,0
22.0,1186275.0,Hyderabad,1495151,Medium,1,1
52.0,204576.0,Pune,809240,Low,3,1
,1930643.0,Hyderabad,1111414,Medium,5,1
29.0,1610124.0,Bangalore,1155446,Low,2,1
24.0,634848.0,Delhi,1856756,Medium,5,0
42.0,1814340.0,Delhi,1535558,Low,4,0
,1496868.0,Delhi,1925496,Medium,2,0
63.0,1672077.0,Bangalore,1842457,Medium,5,1
21.0,1010586.0,Mumbai,458244,Low,1,1
32.0,1661846.0,Bangalore,944344,High,4,1
59.0,1527885.0,Delhi,637840,Low,5,0
21.0,,Delhi,488876,High,2,0
39.0,1628931.0,Delhi,1973614,High,3,1
20.0,1817382.0,Hyderabad,770683,High,5,0
56.0,1467699.0,Mumbai,1314230,High,1,0
28.0,1799826.0,Bangalore,756323,High,2,1
36.0,963445.0,Delhi,621070,High,5,0
28.0,1548483.0,Pune,897425,Low,3,1
30.0,316189.0,Mumbai,796571,Medium,4,0
34.0,1358866.0,Pune,1941917,Medium,4,0
43.0,1181598.0,Mumbai,1721414,Low,4,0
57.0,1005896.0,Delhi,1695015,Low,2,1
54.0,1159540.0,Mumbai,1290890,Low,3,1
49.0,,Mumbai,962104,High,3,0
50.0,427021.0,Delhi,1961173,High,5,0
24.0,888630.0,Pune,675865,Medium,4,0
63.0,1290875.0,Pune,1813576,Low,2,1
33.0,941165.0,Hyderabad,1277587,Medium,4,0
30.0,231541.0,Pune,1398699,Medium,4,0
28.0,1584265.0,Pune,1724452,High,5,0
53.0,675759.0,Mumbai,1421248,High,5,1
31.0,947358.0,Hyderabad,1012856,Medium,5,0
54.0,329188.0,Delhi,508408,High,1,0
54.0,408150.0,Delhi,1605634,High,1,0
20.0,676186.0,Bangalore,1925102,High,2,0
59.0,419073.0,Hyderabad,1319775,Medium,2,0
41.0,680620.0,Mumbai,738345,Medium,5,0
48.0,744444.0,Bangalore,1876866,Medium,3,0
27.0,941196.0,Bangalore,1112581,Low,2,1
30.0,1692273.0,Delhi,657138,Medium,1,1
60.0,868795.0,Pune,1709709,High,1,0
56.0,925010.0,Mumbai,1958672,Medium,4,0
33.0,901696.0,Hyderabad,1365928,Low,5,1
49.0,1322207.0,Bangalore,1933945,High,3,0
54.0,1024341.0,Mumbai,756994,Medium,5,1
40.0,793775.0,Delhi,498641,Medium,1,1
56.0,1138972.0,Bangalore,798595,High,3,0
,685825.0,Bangalore,321645,Medium,2,0
38.0,509799.0,Delhi,849631,Low,4,0
33.0,627557.0,Delhi,1642495,High,1,1
45.0,919542.0,Delhi,828409,Medium,4,1
23.0,1300362.0,Mumbai,1815440,High,5,0
44.0,268304.0,Mumbai,559806,Medium,3,1
64.0,565750.0,Mumbai,571415,Medium,5,0
61.0,1426162.0,Pune,1780996,High,4,0
44.0,1893802.0,Bangalore,456284,Medium,1,0
37.0,1675771.0,Mumbai,672965,Medium,4,0
,684103.0,Pune,1162260,High,1,0
27.0,255107.0,Bangalore,716697,Medium,4,1
58.0,722058.0,Mumbai,1848388,Medium,5,0
59.0,1493767.0,Delhi,1845682,High,4,1
33.0,1905096.0,Hyderabad,787245,Low,2,1
51.0,550041.0,Mumbai,395011,Low,5,0
57.0,1321153.0,Hyderabad,1283908,Low,4,0
,939663.0,Mumbai,1854698,Low,4,0
42.0,,Delhi,1911546,Low,3,0
34.0,460933.0,Hyderabad,1803233,Low,5,1
52.0,1877044.0,Pune,373749,High,3,1
44.0,482068.0,Delhi,1277473,High,5,0
36.0,1621913.0,Hyderabad,301903,High,1,0
52.0,869242.0,Hyderabad,466416,Medium,5,1
21.0,1984210.0,Delhi,1330531,Low,5,0
33.0,1204059.0,Delhi,926701,Low,4,0
59.0,1249671.0,Delhi,1697254,High,2,0
59.0,566349.0,Bangalore,946990,Medium,5,0
58.0,1944919.0,Pune,1073341,Medium,3,0
25.0,1228719.0,Mumbai,1104751,High,2,1
25.0,1786987.0,Hyderabad,1709639,Low,5,0
22.0,1735460.0,Mumbai,976801,Medium,2,0
26.0,921975.0,Delhi,638322,Low,1,0
27.0,688409.0,Pune,1504510,Medium,2,0
61.0,1031710.0,Pune,724319,Low,1,0
34.0,251999.0,Bangalore,442582,Medium,2,0
48.0,1529064.0,Delhi,990051,Low,2,0
52.0,1810520.0,Hyderabad,1296442,Low,3,1
49.0,1606348.0,Bangalore,1869593,Low,3,1
58.0,463356.0,Delhi,368309,High,4,1
46.0,1893249.0,Bangalore,1522698,Low,2,1
55.0,340073.0,Mumbai,1599529,Low,1,1
48.0,1327360.0,Delhi,851665,Medium,2,1
57.0,1085155.0,Hyderabad,620480,Medium,5,1
52.0,543288.0,Hyderabad,637456,High,1,1
56.0,755656.0,Delhi,1596239,Medium,5,0
46.0,1974755.0,Bangalore,1275723,Low,4,1
52.0,5238944.0,Pune,1839387,High,5,0
23.0,881214.0,Delhi,1181373,High,4,1
41.0,472859.0,Hyderabad,621373,High,4,1
21.0,1723493.0,Mumbai,1938543,Low,4,1
29.0,783072.0,Hyderabad,1274152,Low,5,1
24.0,591337.0,Pune,1334448,Medium,4,0
29.0,1610364.0,Hyderabad,1112130,Medium,4,1
52.0,1275373.0,Pune,1758875,Medium,3,1
57.0,1558293.0,Delhi,869457,High,2,1
32.0,1787644.0,Hyderabad,1240206,Low,4,0
50.0,762193.0,Bangalore,1185006,Medium,1,0
55.0,1139077.0,Bangalore,603166,Low,1,0
64.0,1888913.0,Hyderabad,366543,High,3,0
43.0,853939.0,Hyderabad,1179387,Low,5,0
34.0,1806223.0,Mumbai,1329523,Low,5,0
48.0,528206.0,Hyderabad,1981632,High,5,1
27.0,1846255.0,Mumbai,1555358,Medium,4,1
24.0,1554183.0,Mumbai,1748995,Low,5,1
48.0,299596.0,Mumbai,1180957,Low,5,0
23.0,1081450.0,Mumbai,1048227,High,2,0
31.0,1246072.0,Delhi,934518,Low,4,0
64.0,874502.0,Bangalore,1699239,Low,4,0
21.0,1011536.0,Mumbai,1145068,Low,1,1
46.0,208625.0,Bangalore,1404215,High,1,0
50.0,1549919.0,Mumbai,1913549,Low,2,0
55.0,,Bangalore,517501,High,3,0
55.0,609142.0,Hyderabad,1102171,Medium,4,1
45.0,493362.0,Hyderabad,723133,Low,1,0
62.0,1948408.0,Bangalore,1337592,High,5,1
46.0,554060.0,Mumbai,320704,High,4,1
24.0,1371758.0,Delhi,751737,Low,4,1
39.0,1793430.0,Bangalore,1658103,High,4,0
30.0,1281781.0,Pune,1552390,Medium,1,0
29.0,1357660.0,Delhi,1372883,Medium,2,0
59.0,229717.0,Pune,1273774,Medium,1,0
57.0,1953920.0,Bangalore,400924,Medium,5,1
25.0,1093724.0,Mumbai,712136,High,5,1
27.0,1142639.0,Pune,342928,High,3,0
42.0,1932100.0,Bangalore,782216,Medium,1,0
45.0,1191993.0,Delhi,1845413,Medium,1,1
62.0,1549282.0,Mumbai,687855,Medium,3,1
31.0,1710902.0,Pune,1202414,Medium,3,1
45.0,220169.0,Bangalore,1892873,Medium,4,0
32.0,1177362.0,Mumbai,406172,High,4,1
59.0,1008036.0,Mumbai,1187555,Medium,5,0
37.0,551814.0,Hyderabad,1828471,Medium,2,0
